"intercept","price","x3","x4","x5","z1","z2","z3","z4","z5","z6","z7","z8","z9","z10","z11","z12","z13","z14","z15","z16","z17","z18","z19","z20","Market","Shares"
1,13.200438291905,0.143477567864223,4.74869536280714,1.70715649042267,1,0.464925644013093,0.274598900766215,0.37616759962791,0.844798596984586,0.904762430463294,0.425439994517565,0.989435816886542,0.0153913195038544,0.911834490130547,0.587331071925736,0.351352692031354,0.902775981940285,0.0947064333147176,0.847420033284663,0.558722587828948,0.773655387507937,0.327393201450663,0.0274574455622891,0.381613293353732,4,0.110262594391796
1,10.3084489380603,0.192803793449178,4.60027247785352,1.85261169938479,1,0.0816923237910108,0.593483212302718,0.326645041942003,0.105863531022619,0.900607502518483,0.200660459508684,0.58320834297275,0.875841674598266,0.176089440620069,0.68142529990624,0.196391648176155,0.941887892795026,0.45426601306974,0.705565923837271,0.520222093661512,0.627226229154458,0.0173211064926377,0.0474062180050034,0.451734175878168,4,0.049847287200579
1,14.3476100254618,0.396638125412542,4.7530058433482,1.4504141982445,1,0.547891912143037,0.69988779809791,0.383843131222421,0.913375076100394,0.781347120709063,0.628824871799703,0.997091449294079,0.959889802476957,0.768791441592966,0.149715083370865,0.431941296841842,0.151528682086717,0.800846449672741,0.482714319107621,0.736393352616424,0.829924208096641,0.603324945808534,0.74635737818966,0.0547367047526415,4,0.00619244030836746
1,9.74880301563191,0.664937902904109,4.69055603549872,1.83691492716621,1,0.155721359165446,0.236963704042227,0.433676188564952,0.211745412831594,0.0238796504965899,0.753490767293074,0.492281343108514,0.562237451330755,0.402072971898238,0.0698956226812624,0.808556336852773,0.637835805005228,0.374651860950699,0.600933952673944,0.376430266262981,0.556832244131796,0.681640782707744,0.836401183382872,0.898898714351009,5,0.0439078807387103
1,12.1887893388004,0.0622545459234902,4.82785760926828,1.73004152850727,1,0.686165585498823,0.986686988499228,0.321534482516725,0.320929217772348,0.380903927906042,0.604351626106922,0.880106791543491,0.999263361850173,0.683838909031028,0.511861124969113,0.234553667006123,0.908182129961648,0.058927242545739,0.145464016693013,0.483412800954035,0.283868472088578,0.473412398703044,0.159059116462696,0.290677432520204,5,0.0107136270051434
1,11.6961867738703,4.40490287158285,4.8734328317542,1.43671897134628,1,0.962736250326518,0.387295447546359,0.636067891875405,0.243953829923914,0.010873393751436,0.680659978736109,0.420380476518068,0.711682222213778,0.0751923257430909,0.409314649477856,0.700192720290253,0.230391792373842,0.711602353381307,0.256074373287215,0.8761912919492,0.00217536400794005,0.498322449522927,0.952319539700039,0.00883898098012259,5,0.743224520588165
1,13.3998703193287,0.433917377288543,4.73663096918651,1.48193946958087,1,0.325360234350034,0.667456228740251,0.961412984374241,0.633845496127426,0.99023038230963,0.683353960955825,0.375192080877427,0.581637627858942,0.345065408476584,0.718658369857363,0.924640768838755,0.492970068650974,0.0232468867453728,0.754688944278954,0.721899913884679,0.584909698822207,0.33896526788211,0.0332269618224832,0.968983657661482,5,0.0129457184474621
1,9.68875283400603,1.05344060895716,4.8472299784095,1.64781216074859,1,0.90833725742776,0.948100538930517,0.0421062815181266,0.0972282474605932,0.436370798094115,0.152939796103088,0.687497618552978,0.476798473485701,0.240675657316403,0.0903340980883287,0.820862862578562,0.070260441463452,0.0913857595145007,0.249476088642934,0.299630267146417,0.526886362835496,0.283401497032434,0.390484411262533,0.865740772925812,6,0.864449390267058
1,11.4496708957886,0.529161375304626,4.50232116382841,1.58287179303837,1,0.758417279825938,0.101566537096163,0.891803770810651,0.242561913960513,0.20558424622034,0.907202974018494,0.83027743430063,0.287359681397267,0.489694996697468,0.561542265680408,0.300937459001569,0.635932599126922,0.65250132548611,0.13077998342046,0.479732024955293,0.893886537881763,0.709720852161682,0.560767469292244,0.1791209249352,6,0.00306429081554209
1,10.4839233317871,2.04129717913576,4.83220564428079,1.85246473818421,1,0.768151447947484,0.153844357730744,0.116922057598924,0.497691057916015,0.520648448464164,0.567765000058199,0.323005305289763,0.501836639369534,0.963644248716712,0.166656799039839,0.754842751978344,0.860986221787726,0.289291858378456,0.488727996075638,0.977225149358664,0.513256414267708,0.143876254666525,0.151630007202498,0.203318292758949,7,0.431162534274321
1,10.1497504270193,0.0245631550209214,4.673694876685,1.84200652366222,1,0.581812063702065,0.769933687141347,0.30376219889663,0.355896767659862,0.736855450276277,0.405570674440639,0.0175308103691003,0.635869810537854,0.0860928844538176,0.86479504447296,0.135115113019652,0.817422081619138,0.626276576371037,0.283910764494922,0.0580626436447069,0.20930329572032,0.993335891142682,0.142354351305161,0.360230246078501,7,0.0626309693663429
1,10.2103896733321,0.327617423096425,4.64311264577635,1.6361006247167,1,0.57701397247435,0.168152843247379,0.801136223123518,0.080852562782753,0.0154304987742682,0.379602320899852,0.333393346689686,0.365454208118546,0.71102904798958,0.269914865584597,0.156918293000747,0.0913035883947175,0.272127978268672,0.88147977819362,0.569406871448918,0.903519122352823,0.66508521606661,0.516733342604299,0.1720322286578,7,0.249970007169635
1,12.1641353327262,0.152853805788366,4.56068018419309,1.76625423391591,1,0.547421355108629,0.29374673266727,0.731949080317861,0.985063634377385,0.888062895079451,0.217184705267027,0.713471629485759,0.696974874123804,0.688374041307826,0.043337179443466,0.693812510810961,0.199796545652503,0.435196356715801,0.0873335908161126,0.540438512557147,0.941164423986938,0.550060101658992,0.00255463786668186,0.35211333162734,7,0.0223239866787452
1,12.0608436457552,0.28074562145821,4.82375658088612,1.71706169521617,1,0.806800311035202,0.805897739107102,0.744751912326309,0.136999204211514,0.430830903531135,0.206522349739065,0.488328335735079,0.693961497957623,0.421716666217858,0.691205899438982,0.442910894663024,0.409964080313976,0.505597548275402,0.336906525352483,0.0317180397875672,0.17317416710839,0.81990404413026,0.617157569165896,0.149580941460972,7,0.0304261765722512
1,15.510844944841,0.975999888935203,4.91170967512138,1.75883245379694,1,0.858112694805879,0.435451384852898,0.911745097657437,0.211057586524849,0.78296217780765,0.842236554203148,0.879213614213453,0.119547668872755,0.949488841168539,0.40607806482517,0.163274662590483,0.768113297987387,0.616648074821338,0.0507851974458962,0.981855385161166,0.356979754551215,0.485438167332265,0.96791247517987,0.727877319690986,8,0.0143032647597461
1,12.1420651716466,2.29224072657486,4.32304950609455,1.66381652914531,1,0.18608333520793,0.606964698632773,0.196118740486506,0.580135492891086,0.521616678655792,0.099035189202566,0.417115184419053,0.621356356047911,0.139956817579312,0.540256352835243,0.634956540784152,0.420155393688837,0.559714113517931,0.139086002851007,0.514093788716082,0.259027233655965,0.54188947053311,0.982107946759984,0.647349686656118,8,0.563377366306355
1,10.6148206193653,0.414755069971535,4.84406408155595,1.52997061510667,1,0.611467133667199,0.233204737750078,0.394016885181085,0.586299245621405,0.227058237992429,0.415269639004538,0.233328141327401,0.300646505968598,0.673251014651369,0.642164302760649,0.6595120543791,0.322708425172541,0.624535535712503,0.558340711497243,0.398769184522602,0.633299829968304,0.203537111029904,0.939827536608893,0.309463428855117,8,0.140154752594072
1,15.4420088580876,0.857440611350934,4.47007723963117,1.76950979454772,1,0.645795813172331,0.760469186608378,0.845632358332301,0.998485777570094,0.914773808396812,0.93691187179155,0.881838777906491,0.480791539620617,0.704540433573325,0.830380468166436,0.00475435348832631,0.249224998578552,0.763702000002459,0.126260770758551,0.266099284785016,0.509296244295612,0.607563084019877,0.906944018888359,0.169327026149062,8,0.00172771968715461
1,13.8734221125045,2.29181904235865,4.63972133535706,1.62488485250867,1,0.236692556376287,0.673366727405489,0.349678678807993,0.0621129763838826,0.00282421574513259,0.448798497694643,0.636138698777972,0.90655736534588,0.784170093654833,0.794702740969173,0.0411902872769736,0.602309195195916,0.961229083232809,0.238070947883492,0.706750974228708,0.901533098747184,0.967469901421139,0.103432449538676,0.495646775113154,8,0.0351298620882905
1,12.6756889477261,1.28441535104644,4.86745693047583,1.71749093156472,1,0.165000067191915,0.678650991698557,0.0745288367920371,0.425023908546305,0.90799990067217,0.277453263106011,0.770629171456175,0.793299033057843,0.357495305532981,0.450382851203455,0.291896140191171,0.716552620082348,0.822676933520891,0.963575913897989,0.133452798020288,0.40638248996476,0.694022176911085,0.626709457184425,0.615182175165401,9,0.210401947326589
1,15.2368466777101,2.96793657228788,4.51664513666509,1.6885642502686,1,0.272026391142064,0.68254809774506,0.742862885559452,0.75358234365255,0.749558778815515,0.500949348393338,0.336273050932136,0.408467277337481,0.0166013605554702,0.649567365292837,0.578826160094555,0.264576647334398,0.578402226251751,0.471866905123506,0.477413467896584,0.938786772375042,0.890462567143308,0.920568252697247,0.902415786026915,9,0.103945301204738
1,12.1641226805851,0.425984773691377,4.7041110134523,1.81297181302749,1,0.570490458951097,0.286911464251286,0.505163105367309,0.698377694552762,0.515211002900187,0.923353899637651,0.660008062656868,0.140734749384851,0.259690487457794,0.141529470641916,0.708660514898416,0.531650494395968,0.748376771954601,0.673667499862781,0.291906319071445,0.618124241139749,0.89272775301498,0.815984087597198,0.638601034630775,9,0.0979875978314022
1,12.9394510196108,0.937057398371877,4.78776826147668,1.36546165055532,1,0.424190790900331,0.656124660687575,0.0866921510267529,0.496538209326855,0.278812750415893,0.515712854033038,0.809429360476822,0.227119092950879,0.0893725237045979,0.159771802101858,0.0256647518372259,0.816233539331052,0.988089370853603,0.454841159315391,0.912927610748568,0.128694830463589,0.247033749995982,0.0425081483268068,0.616303698959258,9,0.164440665582272
1,12.4044513067542,0.349066178805124,4.38722803013073,1.87518741807403,1,0.67793214062042,0.675863874474489,0.408163581278864,0.824749257014434,0.0251143714216222,0.566496527589625,0.625964867078037,0.65669063267893,0.322084035752704,0.205413701136622,0.794677707577071,0.576488512368448,0.431671486954754,0.825527871864375,0.155745690579103,0.458918037361685,0.646566351286021,0.913617133268419,0.364891691242523,10,0.0460722987570808
1,11.0157930974875,0.176778471430887,4.85215100639596,1.63349029868678,1,0.273345886268193,0.0657832600100714,0.767118296697329,0.88580905657251,0.621205601853297,0.372070492840263,0.0284898574748234,0.609573355978206,0.603142648626236,0.28388275042053,0.661427934424391,0.331339481494125,0.1240674203867,0.765580631161364,0.208380631073242,0.53703864434536,0.160393639381868,0.59874823220472,0.580488226115209,10,0.253624531547102
1,11.9843899571252,1.74933229324079,4.67674059940092,1.45799404556738,1,0.599681962967296,0.138153377267693,0.902970766309973,0.776633018845691,0.61076455129036,0.777547127859445,0.610666117031576,0.7683329181384,0.971720443888512,0.268194568364497,0.020145351110707,0.0149200157876217,0.771813932350571,0.0398338887910283,0.221124713822924,0.645839592854245,0.598722556752602,0.2191618321605,0.297431915541385,10,0.276572517774968
1,10.216756671778,0.0278993076007961,4.58581889486367,1.87022011514294,1,0.509438491155773,0.0620491929161073,0.857374292007809,0.150133448676657,0.512231195535779,0.371780800868552,0.238273126461835,0.127743364953411,0.852282254601121,0.805904800027283,0.647984391302332,0.751002109657854,0.0171845937505164,0.592355107583098,0.153654239824389,0.371085961774124,0.498099382046572,0.497547443406089,0.514744716091491,10,0.125350155168156
1,11.8659586536946,3.44787437748241,4.36719674190369,1.78967743853181,1,0.629777075057263,0.563250065474707,0.55975856856739,0.114471165786049,0.0213792712719647,0.335928642966027,0.715052041876923,0.591398154276114,0.768898415462097,0.0433626196061103,0.498082498768947,0.510819978059765,0.392462427511213,0.31438199324136,0.545970756463517,0.945020798293688,0.936136289073852,0.551591282932449,0.190062654913832,11,0.796936440137811
1,12.2615725733328,1.08732551448067,4.77669040528178,1.79080369144916,1,0.844646970102034,0.704206227826261,0.696569441720393,0.495854488552266,0.529195553219039,0.35229568430393,0.732015690542442,0.209059912065903,0.0515262729322794,0.890139480055035,0.305425420006431,0.272720714949573,0.725260424836151,0.919480507950699,0.424239577545714,0.351587927431133,0.242430235849961,0.0484005192082346,0.817303894869336,11,0.0183243660125134
1,13.4970870742841,0.288747870734527,4.71578773185646,1.80824180621157,1,0.895403023679774,0.597339416090089,0.504921825068173,0.364118388374262,0.451088157967951,0.983309093987669,0.70690886183419,0.651131395154713,0.887900259656566,0.839888548005012,0.810346388126059,0.707741602089449,0.362500853411594,0.301327074691222,0.647744586184723,0.250954452648853,0.51323352697381,0.973869174445802,0.495697004273207,12,0.00200680786921175
1,11.3373542852804,3.73156796007837,4.80632990249772,1.75173082700806,1,0.560087460794255,0.311326500691224,0.202085310239444,0.160356479147635,0.825881723190807,0.369708299093278,0.168692755753959,0.888448497155506,0.658824775827955,0.433809238124414,0.0843599186602217,0.313251413871489,0.568250188794809,0.242987000873857,0.179231338672653,0.0698271674676907,0.645917490821141,0.470559075007187,0.792248505582513,12,0.765352367067861
1,11.4965453237164,0.141056715263411,4.88019015019497,1.82896873489172,1,0.624123266955531,0.213185392355139,0.822148970830866,0.633272104319884,0.580159060782397,0.912499250269709,0.635383717058908,0.16782122501003,0.960941427971634,0.118917201371926,0.19513982434957,0.526703466267335,0.150084442456304,0.214274314362528,0.0725922309660181,0.883191770511979,0.612090194312705,0.871206696141447,0.727038215913461,12,0.00586895987918129
1,11.6058927745902,1.17838048784878,4.8730811788768,1.67324433198973,1,0.870077852097852,0.614248211186944,0.190184525894039,0.0639327881477423,0.307714359851931,0.239564371321518,0.303946834808305,0.755003997422826,0.656970498478415,0.357187233291731,0.724269822437035,0.41818063567392,0.240512476330419,0.131752302759264,0.576221557641082,0.408621929739028,0.000503528178287693,0.990646076046285,0.595039416279907,12,0.0726441253873173
1,10.5147920905796,0.382719564703034,4.79434647640931,1.74633057969845,1,0.360319931843877,0.869673587683156,0.22640586657288,0.726059820640977,0.916154450016742,0.7298177640891,0.500831073063471,0.616669997376343,0.152675231630168,0.735810463589239,0.115599274263744,0.0164684192547784,0.409078159666824,0.11505906987541,0.677426328636133,0.410118244329514,0.738388380579534,0.531222221893381,0.154626975638483,12,0.0084332226064919
1,12.6397612111151,1.16041730523554,4.76378511802683,1.58985003084472,1,0.706560802388944,0.0937929103236954,0.210729975079849,0.859532391090668,0.54303243583021,0.527376860212331,0.227218621632318,0.96032675123178,0.266147339050305,0.328522209727358,0.440287986774438,0.539185389382378,0.755075370705091,0.163512078485896,0.52309682824401,0.0561054037622732,0.409461906305136,0.139456184296603,0.794791066798112,13,0.103622608811359
1,11.7914858354425,1.29606534622697,4.56379943680442,1.51205558210416,1,0.483613282831758,0.338852144420652,0.449106377213182,0.832398978315536,0.620258128692768,0.97554391754832,0.137015040541606,0.521570947762335,0.52665305646201,0.878875119051935,0.337441535420931,0.261296484162128,0.899516623814472,0.373630805285105,0.165922806820665,0.425336242091843,0.515193338017196,0.168155309057398,0.562239583758208,13,0.0306107667608378
1,10.5206331778188,0.595693404182599,4.71393300683169,1.85917724618804,1,0.527934029981425,0.794244169816116,0.601873312623122,0.252208736946375,0.423892418776451,0.000422429596308005,0.514988389571391,0.601611681394595,0.240512977851904,0.235690960318453,0.680750033586041,0.459769487684473,0.189004120112858,0.951888144173253,0.0890003778379076,0.489910891511786,0.154573871642626,0.889040094137636,0.988470613707997,13,0.0537152407934582
1,8.80902804294251,0.779136014088726,4.70092377848373,1.83371965444967,1,0.92270085648568,0.053309315081205,0.357268004585208,0.252916987235881,0.399822702784719,0.823631035550183,0.478618929585547,0.0653657594414332,0.0320733524577663,0.368201773686072,0.837868034801748,0.14699359314984,0.226273901210441,0.705650954945,0.866215785935587,0.288465405121941,0.120199694912427,0.244918522770019,0.284238392655321,13,0.618964425726686
1,13.1803730891075,0.291906348091439,4.69095022625457,1.90705492456699,1,0.275388905002755,0.723956163743591,0.0589884408426229,0.551332718770949,0.646179349859074,0.749515766301166,0.482873689764785,0.905567985638225,0.514016976982043,0.109404757517106,0.853450529738345,0.884137973345855,0.0617310168162617,0.0715479817521343,0.835557484773913,0.88538699976917,0.732840538181056,0.328827908946223,0.543811203809102,14,0.0453595149977864
1,15.790610874673,1.67465601849628,4.86145320572302,1.79595500969844,1,0.824517665703653,0.615653846601265,0.199667484494112,0.953588054467502,0.928461761730327,0.767319310667721,0.943790999992989,0.292041090263314,0.212167430456589,0.372167818011872,0.0513581184759198,0.631034834958347,0.547818537527956,0.605258966075966,0.48266272151849,0.225102082802694,0.842567170380858,0.430077069504319,0.405489004079718,14,0.0273511748376231
1,10.8276284587007,3.21721749112211,4.75932323539269,1.59246849804268,1,0.634014829759821,0.61946250361388,0.239767169990488,0.916994219622276,0.679560420057144,0.918880113998305,0.0859363899863792,0.441872016363167,0.615092943923246,0.241115545087282,0.570195286077749,0.476556224593579,0.346707304370206,0.712565991975391,0.43644143204657,0.760898488174846,0.521459016858675,0.067046762034509,0.398590101215772,14,0.727993706034864
1,12.2036179900035,0.0184755536573474,4.33817258341739,1.86673671934982,1,0.906974807956866,0.416578652202071,0.231705638958657,0.15867077305908,0.981067011769646,0.820582021559428,0.287761286115577,0.829603716430306,0.49651373995827,0.846798344376592,0.904830123441558,0.945343506893575,0.632156303908885,0.949273349914648,0.00282916401384314,0.554183396251499,0.368908887761225,0.210917328912793,0.00346124700656847,15,0.0109035163617372
1,14.1621732358935,0.448608099163196,4.70431880385914,1.88569479935124,1,0.0354521098276459,0.109862607904977,0.633207701332209,0.253869092804217,0.602842749002276,0.952748426020493,0.220653307172625,0.313746675153467,0.931693314418796,0.686350395862763,0.594866465188506,0.846461737093446,0.932759894283144,0.666812210466057,0.719071310072949,0.672336481531286,0.356224409505269,0.925022013807214,0.157237460117701,15,0.00677691828529045
1,10.4469514039706,1.25530801653142,4.57196953413553,1.78658837178169,1,0.0754970542710955,0.947024619959614,0.179651996434126,0.462987017059916,0.122289480122356,0.857193745341399,0.00163038681165206,0.847380232761173,0.133388383066539,0.325592289438678,0.609095964545588,0.191526917309656,0.608111353335616,0.575843558881197,0.142412152089934,0.694850458927815,0.135944539962683,0.414277426496412,0.949316780694799,15,0.388148116861903
1,10.3275010488994,0.256854286922841,4.79344197222109,1.2920536951966,1,0.1660175054597,0.738492219759939,0.725353611930295,0.546249806402585,0.28294994200269,0.134699016361877,0.331414255561115,0.150606291054236,0.55431891402621,0.0657951299283794,0.0413084738034364,0.567226054554337,0.125518816224002,0.570650676765666,0.583334068712898,0.119280874945009,0.791988513406045,0.722953266274519,0.978295274838681,15,0.218725894137872
1,12.4593113205264,1.26668333126007,4.699204552785,1.78573630435649,1,0.729534743234195,0.926340399298037,0.0252780425113861,0.347086394400356,0.511163786624295,0.750896179708123,0.250500182159243,0.878121222610666,0.0744021024029684,0.168320965315132,0.46963325099101,0.450690414536767,0.247764347796784,0.0636802027624399,0.984928307177056,0.398793727011612,0.451180230567875,0.784546262654003,0.996730727599958,15,0.154942801266036
1,12.064164448128,0.185077740810999,4.77378961957062,1.84635913923041,1,0.439956352142785,0.7130137761628,0.0543636096630493,0.0437304566247072,0.152895994116229,0.846705352105291,0.92216405741754,0.261935170953413,0.925007152613324,0.696552393414468,0.790035859979452,0.073952944076799,0.524194952939423,0.0356801117003236,0.964744404575014,0.767290893258682,0.245872461878876,0.155084812800555,0.997191499511518,16,0.0255550906728753
1,8.25242827243579,0.156414912024188,4.78978430738912,1.87616486701691,1,0.152224578637737,0.389199717466678,0.240198497508835,0.649379953166866,0.196814956294459,0.296596191788438,0.217461679652641,0.26896010500028,0.330011924201057,0.686286740262486,0.84699838737061,0.793572364150438,0.347754112552444,0.431133322454068,0.210536229814631,0.0411592297092389,0.058543239368539,0.515328645953551,0.0710350695678155,16,0.71093368208338
1,10.2966596422403,1.30966152695175,4.83665010156826,1.55060309033163,1,0.89171019078692,0.652358203453056,0.488546854921552,0.10798527107142,0.267462543039746,0.226940091943439,0.0186065660819723,0.804255039084539,0.968342865995118,0.941925580951959,0.702386764714533,0.0739425493156676,0.418413002836646,0.300230344581888,0.194155433810518,0.0100649000556665,0.720857751145627,0.799174604803448,0.149277206446929,16,0.153548195030152
1,12.357769130859,0.0413519038511429,4.89526279289086,1.37460892641793,1,0.557659798266239,0.351364507986408,0.962886207789522,0.0414839092023522,0.894844873090402,0.690739873495875,0.627697421032013,0.665793858098289,0.513218974770507,0.472048382427223,0.00617243271133749,0.344348381497357,0.653263824344918,0.565431783892475,0.80765740376075,0.0654286727139264,0.536484798139666,0.162451831059285,0.0889742352578184,16,0.0027556816009654
1,12.6104344140551,4.10259159285128,4.68374024556943,1.92974002667694,1,0.788684697910128,0.486734763819917,0.491688173492024,0.847357269216267,0.949746711594616,0.661530996669098,0.869587897067718,0.906760737663342,0.526419304272193,0.721286530500284,0.175380737196184,0.936115393639284,0.114211083960586,0.0341811215655241,0.21620537858414,0.99718867203175,0.250701412127726,0.585406100095422,0.99023611212645,17,0.201633121227806
1,11.5548206379014,3.7260546113263,4.6339719062626,1.9041151841768,1,0.937836479351264,0.0942742250286333,0.684128094188906,0.942786146600208,0.538148638149108,0.604382715999106,0.669596362878249,0.630407494133598,0.677174107526599,0.394774394504455,0.621023146852873,0.195282590830482,0.816262394708678,0.105915409972138,0.183875082718491,0.855573508504437,0.487996967437175,0.708676637848469,0.0264324332562651,17,0.581964806767214
1,14.7184691936596,0.866520662426841,4.73074250781125,1.90426737234594,1,0.389748768541734,0.115764729579847,0.595724324601596,0.78254086315204,0.889478887000597,0.968111264775337,0.909172580091295,0.199058463504716,0.928051443219466,0.598319267464398,0.604368575546613,0.140954179445643,0.808297908865617,0.282872051952713,0.574064216532115,0.729723624015243,0.846356096056202,0.149203260089906,0.887259331631878,17,0.00716455565237495
1,10.5378534171916,1.9075862195426,4.4872779500582,1.49309144642444,1,0.541591403847073,0.354537410928388,0.0808373752787175,0.552692527318145,0.0796385931348778,0.960107249277459,0.735199542517447,0.062901410077089,0.555558874762384,0.0716314765647224,0.570017886420637,0.103894588321724,0.690680153783902,0.326924006281296,0.83134996036593,0.297600128957927,0.301657439073729,0.84055722602491,0.450032270360022,18,0.447813456850329
1,10.1356629803621,1.30012612299149,4.59802444457435,1.90011391504436,1,0.0934400237204631,0.830031179325041,0.470092867481126,0.659932589290122,0.692901801092851,0.570372703614937,0.38387225832837,0.115842692552157,0.796024321304592,0.206714460098927,0.790140557137684,0.754396797519431,0.43689356206893,0.0386359554087894,0.930991899338613,0.724333629009033,0.976388847594106,0.440604049543223,0.517654634520835,18,0.153083164596442
1,11.8321468742675,0.178862180313104,4.82511263153118,1.83626431147262,1,0.0272506220913442,0.18851427370463,0.839166241463438,0.238565722548068,0.560595841735499,0.0405835245105874,0.259508010888656,0.3985128391929,0.731528995909541,0.311262668792935,0.306936784908853,0.545921840351679,0.180779296534929,0.720253345572861,0.972011242893919,0.0993734369028947,0.706647386142191,0.917127653544128,0.451703803386456,18,0.151893833803226
1,11.6313627837237,0.404856567987136,4.77617598667813,1.88775666980251,1,0.604663345724939,0.931133541560291,0.44322966428237,0.0490507949929446,0.947867827591936,0.230884281637431,0.580592944346878,0.731092027456185,0.115557543853422,0.316657279794549,0.942995263039708,0.400711506731684,0.97695102072998,0.091445287120802,0.0801819518457567,0.896286578653603,0.26624433560283,0.165730150067474,0.1468368126626,19,0.324919517286181
